"Кыргызстанка, пропавшая в Турции, найдена живой и невредимой"
ГКНБ за злоупотребление должностным положением задержал сотрудников ГУ «Кадастр» Токмок-Чуйского филиала
Экс-члена правления «Керемет Банка» Тимура Джусупова приговорили к штрафу в 1 миллион сомов
В Бишкеке родственники умершего пациента избили реаниматолога
Более 60 детей утонули в Кыргызстане с начала года
"Не успев начаться. Автор проекта города будущего Асман заявил, что инвесторы убили его идею"
На Ала-Арчинском кладбище открыли памятник выдающемуся кинорежиссеру Болотбеку Шамшиеву
Минфин планирует увеличить сумму беспроцентного кредита предпринимателям до 5 млн сомов
В Национальном центре онкологии проведут бесплатный скрининг для женщин
В Кыргызстане прошел рейд «Нелегал-Трафик»
В Бишкеке на ремонт закрывают переулок Керченский
В Бишкеке начали бурить вторую скважину
"Содержание Жогорку Кенеша. В Минфине рассказали, какая сумма выделена из казны за полгода"
Итоги ОРТ. Сколько выпускников по республике прошли проходной балл?
Урановые хранилища в Джумгальском районе. Акылбек Жапаров выслушал опасения местных жителей
Муфтий: Такие опасные инициативы уничтожат корни нации
"Эдиль Байсалов: Защита свободы слова, других демократических прав и свобод — это часть нашей ДНК"
"Кто в итоге сносил? В Минтрансе сообщили, что скандальный забор замглавы снес добровольно"
В Джалал-Абаде начали строить современный IT-центр
25-летний бишкекчанин обвиняется в развращении восьмилетней падчерицы
"Кыргызстанку, пропавшую в Стамбуле, не могут найти уже 10-й день"
"Продажа Mega. В администрации президента сообщили, что планы властей насчет компании не изменились"
"Садыр Жапаров на саммите: Организация стала вдохновляющим примером модели международных отношений, основанной на взаимном доверии и выгоде"
«Требуй чек — выиграй приз!» Для участия во втором туре лотереи нужно заново начать копить чеки
Дом замминистра мешал достроить тротуар в Бишкеке. Власти столицы сносят его забор
Акыйкатчы заявила о важности системных изменений по предотвращению насилия в отношении детей
Садыр Жапаров объявил выговор своему полпреду в Иссык-Кульской области Илиязу Иманбетову
ЗАО «Альфа Телеком» выставили на аукцион
Инспектор УПСМ застрелил бишкекчанина. Суд изменил ему приговор
Из Ташкента на Иссык-Куль начнут летать прямые самолеты
Певица Анжелика Кайратова: В Бишкеке мне иногда хочется ходить в никабе
"Кыргызстанка, пропавшая в Турции, найдена живой и невредимой"
ГКНБ за злоупотребление должностным положением задержал сотрудников ГУ «Кадастр» Токмок-Чуйского филиала
Экс-члена правления «Керемет Банка» Тимура Джусупова приговорили к штрафу в 1 миллион сомов
В Бишкеке родственники умершего пациента избили реаниматолога
Более 60 детей утонули в Кыргызстане с начала года
"Не успев начаться. Автор проекта города будущего Асман заявил, что инвесторы убили его идею"
На Ала-Арчинском кладбище открыли памятник выдающемуся кинорежиссеру Болотбеку Шамшиеву
Минфин планирует увеличить сумму беспроцентного кредита предпринимателям до 5 млн сомов
В Национальном центре онкологии проведут бесплатный скрининг для женщин
В Кыргызстане прошел рейд «Нелегал-Трафик»
В Бишкеке на ремонт закрывают переулок Керченский
В Бишкеке начали бурить вторую скважину
"Содержание Жогорку Кенеша. В Минфине рассказали, какая сумма выделена из казны за полгода"
Итоги ОРТ. Сколько выпускников по республике прошли проходной балл?
Урановые хранилища в Джумгальском районе. Акылбек Жапаров выслушал опасения местных жителей
Муфтий: Такие опасные инициативы уничтожат корни нации
"Эдиль Байсалов: Защита свободы слова, других демократических прав и свобод — это часть нашей ДНК"
"Кто в итоге сносил? В Минтрансе сообщили, что скандальный забор замглавы снес добровольно"
В Джалал-Абаде начали строить современный IT-центр
