title     ,image     ,description     ,price     
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 24GB DDR5 1TB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122968/1688019934_81753000.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 24GB DDR5; накопитель 1TB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",93550 сом
Ноутбук Lenovo IdeaPad 3 15IAU7 82RK00EKAK Intel Core i5-1235U 16GB DDR4 1000GB HDD + 128GB SSD Intel Iris Graphics FHD DOS Arctic Grey,https://www.kivano.kg/images/product/121177/1684228397_43361200.png,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i5-1235U (10/12) 1300-4400 МГц; Объем памяти: 16GB DDR4 / 1000GB HDD + 128GB SSD; Видеоконтроллер: Intel Iris Graphics; Вес: от 1.63 кг",48080 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 32GB DDR5 1TB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122969/1688020061_59794100.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 32GB DDR5; накопитель 1TB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",98080 сом
Ноутбук Lenovo IdeaPad 3 15IAU7 82RK00EKAK Intel Core i5-1235U 16GB DDR4 1000GB HDD + 256GB SSD Intel Iris Graphics FHD DOS Arctic Grey,https://www.kivano.kg/images/product/121178/1684228556_73532300.png,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i5-1235U (10/12) 1300-4400 МГц; Объем памяти: 16GB DDR4 / 1000GB HDD + 256GB SSD; Видеоконтроллер: Intel Iris Graphics; Вес: от 1.63 кг",48990 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 48GB DDR5 1TB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122970/1688020153_19713900.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 48GB DDR5; накопитель 1TB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",103070 сом
Ноутбук Lenovo IdeaPad 3 15IAU7 82RK00EKAK Intel Core i5-1235U 16GB DDR4 1000GB HDD + 512GB SSD Intel Iris Graphics FHD DOS Arctic Grey,https://www.kivano.kg/images/product/121179/1684228813_71724700.png,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i5-1235U (10/12) 1300-4400 МГц; Объем памяти: 16GB DDR4 / 1000GB HDD + 512GB SSD; Видеоконтроллер: Intel Iris Graphics; Вес: от 1.63 кг",50360 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 64GB DDR5 1TB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122971/1688020243_82430200.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 64GB DDR5; накопитель 1TB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",108960 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 8GB DDR4 1TB HDD+128GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121180/1684229187_73604900.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 8GB DDR4; накопитель 1TB HDD+128GB SSD; видеокарта NVIDIA MX350; без операционной системы",56100 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 8GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122972/1688020730_72824600.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 8GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",89470 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 12GB DDR4 1TB HDD+128GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121181/1684229191_98656000.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 12GB DDR4; накопитель 1TB HDD+128GB SSD; видеокарта NVIDIA MX350; без операционной системы",57200 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 16GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122973/1688020808_48274900.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 16GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",92190 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 20GB DDR4 1TB HDD+128GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121182/1684229196_14795200.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 20GB DDR4; накопитель 1TB HDD+128GB SSD; видеокарта NVIDIA MX350; без операционной системы",58840 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 24GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122974/1688020956_24336700.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 24GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",96270 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 8GB DDR4 1TB HDD+256GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121183/1684229776_25031200.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 8GB DDR4; накопитель 1TB HDD+256GB SSD; видеокарта NVIDIA MX350; без операционной системы",57020 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 32GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122975/1688021032_03495900.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 32GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",100800 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 12GB DDR4 1TB HDD+256GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121184/1684229789_73280000.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 12GB DDR4; накопитель 1TB HDD+256GB SSD; видеокарта NVIDIA MX350; без операционной системы",58110 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 48GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122976/1688021103_96675400.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 48GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",105790 сом
Ноутбук Lenovo Ideapad 3 Intel Core i3-10110U 4GB DDR4 500GB HDD Intel HD Graphics FHD DOS Abyss Blue,https://www.kivano.kg/images/product/120929/1683629698_36077500.jpg,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i3-10110U (2/4) 2100-4100 МГц; Объем памяти: 4GB DDR4 / 500GB HDD; Видеоконтроллер: Intel HD Graphics; Вес: от 1.85 кг",26490 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 20GB DDR4 1TB HDD+256GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121185/1684229794_78202200.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 20GB DDR4; накопитель 1TB HDD+256GB SSD; видеокарта NVIDIA MX350; без операционной системы",59750 сом
Ноутбук Lenovo Ideapad 3 Intel Core i3-10110U 4GB DDR4 120GB SSD Intel HD Graphics FHD DOS Abyss Blue,https://www.kivano.kg/images/product/120930/1683629794_61593100.jpg,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i3-10110U (2/4) 2100-4100 МГц; Объем памяти: 4GB DDR4 / 120GB SSD; Видеоконтроллер: Intel HD Graphics; Вес: от 1.85 кг",26400 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 8GB DDR4 1TB HDD+512GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121186/1684230167_96770600.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 8GB DDR4; накопитель 1TB HDD+512GB SSD; видеокарта NVIDIA MX350; без операционной системы",58380 сом
Ноутбук Asus TUF Gaming FA507RC-HN007W AMD Ryzen 7 6800H 64GB DDR5 1TB SSD+256GB SSD NVMe NVIDIA RTX3050 FHD IPS Backlit Mecha Gray,https://www.kivano.kg/images/product/122978/1688021179_79231600.jpg,"15.6"" IPS 1920x1080~144Hz; процессор AMD Ryzen 7 6800H; оперативная память 64GB DDR5; накопитель 1TB SSD+256GB SSD NVMe; видеокарта NVIDIA RTX3050; без операционной системы",111680 сом
Ноутбук Lenovo Ideapad 3 Intel Core i3-10110U 4GB DDR4 240GB SSD Intel HD Graphics FHD DOS Abyss Blue,https://www.kivano.kg/images/product/120931/1683629866_98293600.jpg,"Диагональ экрана: 15,6"" 1920х1080; Операционная система: DOS; Процессор: Intel Core i3-10110U (2/4) 2100-4100 МГц; Объем памяти: 4GB DDR4 / 240GB SSD; Видеоконтроллер: Intel HD Graphics; Вес: от 1.85 кг",26950 сом
Ноутбук Acer Aspire A315-58G-72KY Intel Core i7-1165G7 12GB DDR4 1TB HDD+512GB SSD NVIDIA MX350 FHD Pure Silver,https://www.kivano.kg/images/product/121187/1684230171_53473700.jpg,"15.6"" LCD 1920x1080~60Hz; процессор Intel Core i7-1165G7; оперативная память 12GB DDR4; накопитель 1TB HDD+512GB SSD; видеокарта NVIDIA MX350; без операционной системы",59470 сом
